station,name,latitude,longitude,elevation,date,year,textmonth,prcp,tmax,tmin,resevoirstorage
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/5/1972,1972,March,0,75,47,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/6/1972,1972,March,0,76,54,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/7/1972,1972,March,0,78,48,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/8/1972,1972,March,0,78,50,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/9/1972,1972,March,0,74,54,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/10/1972,1972,March,0.13,65,54,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/11/1972,1972,March,0,68,48,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/12/1972,1972,March,0,73,55,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/13/1972,1972,March,0,70,53,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/14/1972,1972,March,0,75,47,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/15/1972,1972,March,0,79,51,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/16/1972,1972,March,0,84,49,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/17/1972,1972,March,0,85,57,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/18/1972,1972,March,0,83,50,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/19/1972,1972,March,0,79,45,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/20/1972,1972,March,0,79,45,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/21/1972,1972,March,0,76,50,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/22/1972,1972,March,0.47,73,50,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/23/1972,1972,March,0,61,42,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/24/1972,1972,March,0,66,47,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/25/1972,1972,March,0,62,43,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/26/1972,1972,March,0,59,32,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/27/1972,1972,March,0,59,33,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/28/1972,1972,March,0,64,37,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/29/1972,1972,March,0,64,39,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/30/1972,1972,March,0,69,41,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,3/31/1972,1972,March,0,75,49,3206800
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/1/1972,1972,April,0,67,54,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/2/1972,1972,April,0,69,51,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/3/1972,1972,April,0,77,53,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/4/1972,1972,April,0,78,56,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/5/1972,1972,April,0.18,75,55,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/6/1972,1972,April,0.19,61,54,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/7/1972,1972,April,0,66,45,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/8/1972,1972,April,0,68,42,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/9/1972,1972,April,0,68,44,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/10/1972,1972,April,0,67,47,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/11/1972,1972,April,0.44,66,48,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/12/1972,1972,April,0.18,60,46,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/13/1972,1972,April,0.25,56,33,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/14/1972,1972,April,0,65,40,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/15/1972,1972,April,0,74,46,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/16/1972,1972,April,0,77,51,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/17/1972,1972,April,0,74,41,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/18/1972,1972,April,0,69,46,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/19/1972,1972,April,0,69,44,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/20/1972,1972,April,0,70,44,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/21/1972,1972,April,0,75,46,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/22/1972,1972,April,0,76,47,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/23/1972,1972,April,0,80,50,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/24/1972,1972,April,0.25,77,51,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/25/1972,1972,April,0,67,43,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/26/1972,1972,April,0,77,51,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/27/1972,1972,April,0,85,58,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/28/1972,1972,April,0,86,50,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/29/1972,1972,April,0,73,44,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,4/30/1972,1972,April,0,71,43,3424000
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/1/1972,1972,May,0,83,50,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/2/1972,1972,May,0,87,62,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/3/1972,1972,May,0,91,63,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/4/1972,1972,May,0,91,54,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/5/1972,1972,May,0,79,49,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/6/1972,1972,May,0,70,50,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/7/1972,1972,May,0,67,48,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/8/1972,1972,May,0,66,43,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/9/1972,1972,May,0,71,46,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/10/1972,1972,May,0,81,50,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/11/1972,1972,May,0,86,55,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/12/1972,1972,May,0,92,57,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/13/1972,1972,May,0,98,64,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/14/1972,1972,May,0,99,67,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/15/1972,1972,May,0,98,61,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/16/1972,1972,May,0,92,55,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/17/1972,1972,May,0.03,83,53,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/18/1972,1972,May,0,77,53,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/19/1972,1972,May,0,77,51,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/20/1972,1972,May,0.09,61,50,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/21/1972,1972,May,0.53,59,50,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/22/1972,1972,May,0,69,48,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/23/1972,1972,May,0,77,54,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/24/1972,1972,May,0,80,50,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/25/1972,1972,May,0,83,55,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/26/1972,1972,May,0,86,55,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/27/1972,1972,May,0,89,59,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/28/1972,1972,May,0,95,62,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/29/1972,1972,May,0,95,62,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/30/1972,1972,May,0,97,64,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,5/31/1972,1972,May,0,96,59,3463400
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/1/1972,1972,June,0,91,56,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/2/1972,1972,June,0,95,66,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/3/1972,1972,June,0,91,58,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/4/1972,1972,June,0,93,61,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/5/1972,1972,June,0,99,71,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/6/1972,1972,June,0,102,73,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/7/1972,1972,June,0,98,69,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/8/1972,1972,June,0,92,55,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/9/1972,1972,June,0,85,57,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/10/1972,1972,June,0.42,71,49,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/11/1972,1972,June,0,73,51,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/12/1972,1972,June,0,85,58,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/13/1972,1972,June,0,93,66,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/14/1972,1972,June,0,97,62,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/15/1972,1972,June,0,93,61,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/16/1972,1972,June,0,92,61,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/17/1972,1972,June,0,92,60,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/18/1972,1972,June,0,100,68,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/19/1972,1972,June,0,98,62,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/20/1972,1972,June,0,93,61,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/21/1972,1972,June,0,98,62,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/22/1972,1972,June,0,97,60,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/23/1972,1972,June,0,81,55,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/24/1972,1972,June,0,74,53,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/25/1972,1972,June,0,85,59,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/26/1972,1972,June,0,90,62,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/27/1972,1972,June,0,93,64,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/28/1972,1972,June,0,95,62,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/29/1972,1972,June,0,100,67,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,6/30/1972,1972,June,0,107,73,3235300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/1/1972,1972,July,0,109,75,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/2/1972,1972,July,0,105,64,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/3/1972,1972,July,0,95,61,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/4/1972,1972,July,0,98,63,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/5/1972,1972,July,0,98,64,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/6/1972,1972,July,0,95,59,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/7/1972,1972,July,0,94,59,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/8/1972,1972,July,0,93,59,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/9/1972,1972,July,0,96,63,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/10/1972,1972,July,0,93,64,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/11/1972,1972,July,0,95,66,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/12/1972,1972,July,0,102,72,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/13/1972,1972,July,0,108,76,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/14/1972,1972,July,0,113,72,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/15/1972,1972,July,0,115,79,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/16/1972,1972,July,0,113,69,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/17/1972,1972,July,0,97,64,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/18/1972,1972,July,0,96,64,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/19/1972,1972,July,0,90,59,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/20/1972,1972,July,0,84,57,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/21/1972,1972,July,0,79,59,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/22/1972,1972,July,0,81,61,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/23/1972,1972,July,0,91,60,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/24/1972,1972,July,0,92,57,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/25/1972,1972,July,0,92,60,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/26/1972,1972,July,0,94,59,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/27/1972,1972,July,0,95,64,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/28/1972,1972,July,0,102,67,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/29/1972,1972,July,0,104,69,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/30/1972,1972,July,0,102,70,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/31/1972,1972,July,0,99,59,3018500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/1/1972,1972,August,0,97,64,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/2/1972,1972,August,0,99,62,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/3/1972,1972,August,0,101,63,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/4/1972,1972,August,0,95,59,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/5/1972,1972,August,0,97,66,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/6/1972,1972,August,0,104,63,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/7/1972,1972,August,0,109,70,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/8/1972,1972,August,0,103,68,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/9/1972,1972,August,0,101,70,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/10/1972,1972,August,0,102,69,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/11/1972,1972,August,0,101,67,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/12/1972,1972,August,0,98,59,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/13/1972,1972,August,0,94,60,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/14/1972,1972,August,0,88,59,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/15/1972,1972,August,0,82,56,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/16/1972,1972,August,0,80,58,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/17/1972,1972,August,0,78,56,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/18/1972,1972,August,0,88,59,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/19/1972,1972,August,0,89,58,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/20/1972,1972,August,0,85,61,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/21/1972,1972,August,0,90,61,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/22/1972,1972,August,0,95,64,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/23/1972,1972,August,0,98,63,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/24/1972,1972,August,0,99,62,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/25/1972,1972,August,0,97,66,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/26/1972,1972,August,0,105,62,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/27/1972,1972,August,0,107,65,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/28/1972,1972,August,0,99,65,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/29/1972,1972,August,0,95,70,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/30/1972,1972,August,0,99,69,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/31/1972,1972,August,0,101,68,2766300
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/1/1972,1972,September,0,101,65,2611500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/2/1972,1972,September,0,100,64,2611500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/3/1972,1972,September,0,90,60,2611500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/4/1972,1972,September,0,94,64,2611500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/5/1972,1972,September,0.05,89,67,2611500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/6/1972,1972,September,0,90,63,2611500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/7/1972,1972,September,0,92,62,2611500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/8/1972,1972,September,0,94,58,2611500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/9/1972,1972,September,0,93,57,2611500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/10/1972,1972,September,0,87,54,2611500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/11/1972,1972,September,0,81,55,2611500
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/12/1972,1972,September,0,77,51,2611500
